0,0,0,0,0,0,0,46,0,3,5,0,13,0,26,325,0.08,1141,8562,20512,0.05562597503900156,0.4174141965678627,0.13326325624854007,204,1487,3708,0.05501618122977346,0.401024811218986,0.13718897108271688,1
0,0,0,0,0,0,0,67,0,6,3,5,37,0,89,351,0.2535612535612536,14030,39160,61559,0.22791143455871604,0.6361376890462808,0.3582737487231869,2484,5231,8278,0.30007248127567043,0.6319159217202223,0.47486140317338943,1
1,0,0,0,0,0,0,73,0,3,1,3,39,0,35,286,0.12237762237762238,2191,16380,38292,0.05721821790452314,0.427765590723911,0.13376068376068376,67,1746,4903,0.01366510299816439,0.35610850499694063,0.03837342497136312,1
0,0,0,0,0,0,0,34,0,2,2,2,28,1,61,409,0.1491442542787286,21194,22135,36966,0.573337661635016,0.5987934859059676,0.9574881409532414,3536,3640,6211,0.5693125100627918,0.586056995652874,0.9714285714285714,1
0,0,0,0,0,0,0,42,0,3,4,0,13,0,26,509,0.05108055009823183,4154,12133,27237,0.1525131255277747,0.4454602195542828,0.3423720431879997,517,2006,4895,0.10561797752808989,0.409805924412666,0.2577268195413759,1
1,0,0,0,0,0,0,38,0,1,6,1,37,2,229,1509,0.1517561298873426,10943,52787,381066,0.028716810211354464,0.1385245600499651,0.2073048288404342,2101,6816,65270,0.032189367243756706,0.10442776160563812,0.30824530516431925,1
0,0,0,0,0,0,0,35,0,3,2,1,13,3,90,672,0.13392857142857142,3955,12209,232540,0.017007826610475618,0.052502795218027004,0.3239413547383078,760,1884,46022,0.016513841206379557,0.04093694320107775,0.4033970276008493,1
0,0,0,0,0,0,0,36,0,3,1,0,17,1,178,552,0.322463768115942,21943,29374,59521,0.368659800742595,0.4935064935064935,0.7470211751889426,3140,3146,7355,0.42692046227056424,0.42773623385452075,0.9980928162746344,1
1,0,0,0,0,0,0,82,0,3,8,2,58,10,479,2150,0.22279069767441861,15287,71120,273181,0.055959235818010766,0.26034021399731316,0.21494656917885263,2708,9602,40138,0.06746723802880064,0.23922467487169266,0.2820245782128723,1
0,0,0,0,0,0,0,42,0,3,4,0,13,0,26,510,0.050980392156862744,4154,12133,27291,0.1522113517276758,0.4445787988714228,0.3423720431879997,517,2006,4902,0.1054671562627499,0.40922072623419015,0.2577268195413759,1
0,0,0,0,0,0,0,22,0,3,2,0,8,0,3,360,0.008333333333333333,15210,15169,17921,0.8487249595446683,0.8464371407845545,1.0027028808754697,2448,2355,3030,0.807920792079208,0.7772277227722773,1.0394904458598726,1
0,0,0,0,0,0,0,43,0,3,4,0,14,5,195,1438,0.1356050069541029,4491,24911,187612,0.023937701213142017,0.13277935313306186,0.18028180321946127,797,3042,33771,0.023600130289301472,0.09007728524473661,0.26199868507560814,1
0,0,0,0,0,0,0,57,0,3,4,1,31,2,35,464,0.07543103448275862,4191,27219,202121,0.020735104219749556,0.13466685797121528,0.15397332745508652,701,2564,36327,0.019296941668731245,0.07058111046879731,0.2734009360374415,1
0,0,0,0,0,0,0,29,0,2,3,0,0,5,198,1598,0.12390488110137672,6910,27999,197190,0.0350423449464983,0.14198995892286628,0.24679452837601343,1032,3427,35739,0.028876017795685386,0.09588964436609866,0.3011380215932302,1
1,0,0,0,0,0,0,48,0,1,6,1,47,4,163,913,0.17853231106243153,12454,30234,104562,0.11910636751401082,0.2891490216330981,0.41192035456770526,2287,4260,14779,0.15474659990527098,0.28824683672778945,0.5368544600938967,1
1,0,0,0,0,0,0,41,0,4,4,3,0,5,174,896,0.19419642857142858,24341,36794,102411,0.23767954614250422,0.35927781195379405,0.6615480784910583,4457,5642,15457,0.288348321148994,0.3650126156433978,0.7899680964197093,1
0,0,0,0,0,0,0,54,0,3,5,0,37,1,161,1232,0.13068181818181818,1675,63500,134544,0.01244945891306933,0.4719645617790463,0.02637795275590551,252,4610,13980,0.018025751072961373,0.32975679542203146,0.054663774403470713,1
0,0,0,0,0,0,0,15,0,2,0,0,9,1,566,1376,0.4113372093023256,42496,43541,114424,0.3713906173530029,0.3805233167866881,0.9759996325302588,6401,6510,17537,0.3649997148885214,0.3712151451217426,0.9832565284178187,1
1,0,0,0,0,0,0,71,0,3,7,2,49,4,141,796,0.1771356783919598,3750,39670,134941,0.027789923003386664,0.29398033214515973,0.09452987143937484,659,2993,18542,0.03554093409556682,0.16141732283464566,0.220180420982292,1
1,0,0,1,0,0,0,108,0,3,19,5,99,2,70,550,0.12727272727272726,18276,30723,198200,0.09220988900100908,0.1550100908173562,0.5948637828337077,3302,4814,35329,0.09346429279062526,0.13626199439553907,0.6859160781055256,1
0,0,0,0,0,0,0,24,0,2,2,1,12,1,76,542,0.14022140221402213,21537,23886,44207,0.4871852873979234,0.5403216685140363,0.9016578749058025,3296,3319,6582,0.5007596475235491,0.5042540261318748,0.9930702018680325,1
1,0,0,0,0,0,0,46,0,3,5,2,37,4,235,1538,0.1527958387516255,26782,54853,190983,0.14023237670368566,0.2872140452291565,0.4882504147448635,4868,6755,27412,0.17758645848533489,0.24642492339121552,0.7206513693560326,1
0,0,0,0,0,0,0,52,0,4,4,0,13,0,26,294,0.08843537414965986,1932,9261,19914,0.09701717384754444,0.4650497137692076,0.20861678004535147,320,1653,3591,0.08911166805903648,0.4603174603174603,0.19358741681790684,1
0,0,0,0,0,0,0,25,0,2,1,0,14,4,458,2026,0.22606120434353405,8693,75632,660139,0.013168438768198818,0.11456981029752825,0.1149381214300825,1537,3851,113922,0.01349168729481575,0.033803830691174666,0.3991171124383277,1
1,0,0,0,0,0,0,68,0,2,8,0,0,4,200,1053,0.1899335232668566,19829,22231,90886,0.21817441630174064,0.24460312919481547,0.8919526786919167,210,529,11612,0.018084739924216327,0.04555632104719256,0.39697542533081287,1
0,0,0,0,0,0,0,55,0,4,3,0,29,5,144,816,0.17647058823529413,19103,23313,72661,0.262905822931146,0.3208461210277866,0.8194140608244327,2989,3096,13143,0.2274214410712927,0.23556265692764208,0.9654392764857881,1
1,0,0,0,0,0,0,70,0,2,8,0,0,4,152,776,0.1958762886597938,6508,9032,59727,0.10896244579503407,0.15122139066084014,0.7205491585473871,84,404,8446,0.009945536348567369,0.04783329386691925,0.2079207920792079,1
1,0,0,0,0,0,0,80,0,3,11,1,66,4,128,746,0.17158176943699732,4682,285814,366298,0.01278194257134901,0.7802772605911035,0.016381282932256644,746,32635,46450,0.016060279870828847,0.702583423035522,0.022858893825647313,1
1,0,0,0,0,0,0,81,0,2,10,2,72,1,203,1379,0.14720812182741116,9429,73838,160640,0.058696464143426295,0.45964890438247014,0.12769847503995232,1570,4353,17013,0.09228237230353259,0.255863163463234,0.36067080174592236,1
0,0,0,0,0,0,0,61,0,2,6,5,55,1,551,1877,0.29355354288758656,54189,55475,132896,0.4077549361907055,0.41743167589694197,0.9768183866606579,9768,9890,22493,0.43426843906993284,0.4396923487307162,0.9876643073811932,1
0,0,0,0,0,0,0,40,0,3,3,0,13,0,26,545,0.047706422018348627,3582,12251,27705,0.12929074174336763,0.4421945497202671,0.2923842951595788,558,2329,5306,0.10516396532227666,0.43893705239351677,0.23958780592528983,1
0,0,0,0,0,0,0,42,0,4,1,0,23,0,6,116,0.05172413793103448,3588,3608,6131,0.5852226390474637,0.5884847496330126,0.9944567627494457,620,612,1057,0.586565752128666,0.5789971617786187,1.0130718954248366,1
0,0,0,0,0,0,0,45,0,4,3,1,0,1,71,604,0.11754966887417219,1889,42837,138870,0.013602649960394614,0.30846835169583064,0.04409739244111399,323,3549,20438,0.015803894705939917,0.17364712789901166,0.09101155255001409,1
0,0,0,0,0,0,0,42,0,3,5,1,30,15,82,939,0.08732694355697551,2354,11561,186452,0.012625233304013902,0.062005234591208463,0.20361560418648905,434,694,30387,0.01428242340474545,0.02283871392371738,0.6253602305475504,1
0,0,0,0,0,0,0,63,0,5,6,4,6,2,133,480,0.27708333333333335,4588,15453,44066,0.10411655244406118,0.35067852766305085,0.29690027826312043,27,199,4281,0.006306937631394534,0.046484466246204156,0.135678391959799,1
