-3.26,7,73.1,17.6,0,0,0,0,-3.4,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
0,7,73.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
1.32,7,73.1,17.6,0,1,0,0,3.6,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,1.2
0,7,73.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
0,7,73.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
0,7,73.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
-8.57,7,73.1,17.6,0,1,0,0,-4.1,1,5,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,-3.4
0,7,73.1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32.1,37.6,-5,41,-20,0,0,0,0,0
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
-4.34,18,17.6,73.1,0,1,0,1,-0.5,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,-1.7
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
0,18,17.6,73.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,0
-2.96,18,17.6,73.1,0,1,0,1,-1.5,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,1.9
-1.32,18,17.6,73.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16.7,52.5,3,0.9,20.6,0,0,1,0,2.7
-2.93,1,79.3,-17,0,1,0,0,0.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,-0.8
1.6,1,79.3,-17,0,1,0,0,4.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0.9
12.91,1,79.3,-17,0,1,0,0,24.4,6,2,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0.2
0,1,79.3,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0
-5.44,1,79.3,-17,0,0,0,0,-2,3,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0
0,1,79.3,-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,-2
4.72,1,79.3,-17,0,1,0,0,7.5,2,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,1.5
0,1,79.3,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0
0,1,79.3,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36.8,48.3,-9,42.5,-65.3,0,0,0,0,0
-5.54,20,-17,79.3,0,1,0,1,-0.7,4,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,62.7,21.4,14,-79.7,57.9,0,0,0,1,-0.8
-1.91,20,-17,79.3,0,1,0,1,-0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,62.7,21.4,14,-79.7,57.9,0,0,0,1,-0.9
0,20,-17,79.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,62.7,21.4,14,-79.7,57.9,0,0,0,1,6.7
0,20,-17,79.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,62.7,21.4,14,-79.7,57.9,0,0,0,1,0
0,20,-17,79.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,62.7,21.4,14,-79.7,57.9,0,0,0,1,0
0,6,62.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0
0,6,62.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0
0,6,62.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0
0,6,62.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0
-2.71,6,62.7,21.4,0,1,0,0,1,1,3,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,-0.5
0,6,62.7,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0
2.06,6,62.7,21.4,0,1,0,0,4.6,3,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-17,79.3,-14,79.7,-57.9,0,0,4,0,0.9
