0,15,35.5667,40.6867,-1,0,0,1,3,-3,4,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0.7,15,35.5667,40.6867,-1,1,0,1,6.5,-3.5,1.8,4.8,0.8,0,0.6,0.6,0.2,0.4,0,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0.78,15,35.5667,40.6867,-1,0,0,1,0.816667,3.38333,2.5,3.83333,0,0,0.166667,0.166667,0,0,0,1.33333,1.66667,0,0.5,0,0,0,0,0,4.88793,0.00670525,0,0,0.167624,0.00670501,0,0,0,0.107281,0.107281,0,0.0603449,0,0,0,0,0,1,1,-1000
0.23,15,35.5667,40.6867,-1,0,0,1,3.77857,1.72143,1.21429,2.78571,0.0714286,0,0.357143,0.642857,0.0714286,0.285714,0,2.42857,1.71429,0.0714286,0.214286,0,0,0,0,0,0.100796,1.35507,0.0111991,0,0.907124,0.907124,0.0111991,0.179185,0,0.716744,1.11992,0.0111991,0.100792,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,2.4,-2.4,1.88889,3.77778,0,0,0,0.666667,0.111111,0.111111,0,1.44444,1.44444,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,4.28462,-4.28462,0.769231,2.53846,0.0769231,0.0769231,0.384615,0.384615,0.153846,0.230769,0,1.76923,1.23077,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
1.38,15,35.5667,40.6867,-1,1,0,1,4.775,2.025,1.375,2.75,0,0.125,0.125,0.25,0,0,0,2.75,1,0,0,0,0,0,0,0,6.22666,11.9375,0,1.80536,0.0368441,7.22145,0,0,0,1.32639,9.4321,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,1.7,-1.7,0.888889,1.44444,0,0.111111,0.333333,0.444444,0.111111,0.111111,0,0.222222,0.666667,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,2.2,-2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
0,15,35.5667,40.6867,-1,0,0,1,0.625,-0.625,0.75,2.75,0,0,0.25,0.5,0,0.25,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
-0.25,6,38.2133,31.4667,0,1,0,0,3.54286,-0.64286,1.35714,2,0,0,0.0714286,0.0714286,0,0,0,2.42857,1.28571,0,0.0714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
3.17,6,38.2133,31.4667,0,0,0,0,2.83333,13.1667,1,2.41667,0.25,0,0.0833333,0.5,0.166667,0.5,0,1.25,1.83333,0,0.25,0.0833333,0,0,0,0,0,0.0732234,0.659018,0,0.00149437,0.0537974,0.149437,0.0537974,0,0.0134493,1.0102,0,0.121044,0.00149437,0,0,0,0,1,1,-1000
0,6,38.2133,31.4667,0,1,0,0,4.64615,-4.64615,2.30769,3.92308,0.230769,0,0.769231,0.615385,0.153846,0.153846,0.0769231,1,0.538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1000
