0,0,0,0,0,0,0,15,0,2,0,0,9,1,87,289,0.30103806228373703,13333,14597,28917,0.4610782584638794,0.5047895701490472,0.9134068644241967,2140,2290,4589,0.46633253432120286,0.4990193942035302,0.9344978165938864,1
0,0,0,0,0,0,0,12,0,2,0,0,6,1,47,152,0.3092105263157895,1865,2798,11911,0.15657795315254808,0.23490890773234824,0.6665475339528234,296,398,1870,0.15828877005347594,0.21283422459893048,0.7437185929648241,-1
0,0,0,0,0,0,0,80,0,4,11,1,42,0,0,1,0,0,0,164,0,0,0,0,0,28,0,0,0,-1
0,0,0,0,0,0,0,14,0,2,1,0,9,2,20,154,0.12987012987012986,825,6949,17986,0.04586900922940065,0.3863560547092183,0.1187221182904015,125,673,2313,0.054042369217466496,0.2909641158668396,0.18573551263001487,-1
1,0,0,0,0,0,0,76,0,3,8,1,64,6,146,846,0.17257683215130024,2736,37077,107774,0.0253864568448791,0.34402546068625084,0.07379237802411198,433,3843,13868,0.031222959330833574,0.2771127776175368,0.11267239136091595,-1
0,0,0,0,0,0,0,1,1,0,0,0,0,1,49,327,0.14984709480122324,133,106775,122984,0.0010814414883236845,0.8682023677876797,0.0012456099274174666,20,22807,25458,0.0007856076675308351,0.8958677036687878,0.0008769237514798089,-1
0,0,0,0,0,0,0,44,0,4,0,9,4,0,0,0,0,3,3,3,1,1,1,1,1,1,1,1,1,-1
1,0,0,0,0,0,0,70,0,3,8,1,58,3,123,690,0.1782608695652174,4181,289954,334853,0.012486075979608963,0.8659142967212479,0.01441952861488374,696,33401,40116,0.01734968591085851,0.8326104297537142,0.020837699470075747,1
1,0,0,0,0,0,0,82,0,3,10,2,70,1,110,553,0.19891500904159132,2982,271853,306302,0.009735489810709692,0.8875325658990147,0.010969163481734615,492,31806,36960,0.013311688311688311,0.860551948051948,0.015468779475570647,1
1,0,0,0,0,0,0,71,0,3,8,1,56,4,128,726,0.1763085399449036,3886,294677,344941,0.011265694713008891,0.8542823265428001,0.013187320354150477,634,33704,41237,0.01537454227999127,0.817324247641681,0.018810823641110846,1
0,0,0,0,0,0,0,7,0,1,0,0,6,3,168,1111,0.15121512151215122,4278,238800,384424,0.011128337460720455,0.6211891036980002,0.017914572864321607,626,35005,48533,0.012898440236540087,0.7212618218531721,0.01788315954863591,-1
1,0,0,0,0,0,0,83,0,3,11,2,59,1,111,571,0.19439579684763572,3339,279139,313112,0.010663915787322108,0.8914988885766115,0.011961782481129474,569,32560,37678,0.0151016508307235,0.8641647645841074,0.017475429975429977,1
1,0,0,0,0,0,0,99,0,3,11,1,64,2,106,537,0.1973929236499069,2277,269544,304151,0.007486412998806514,0.8862177010761102,0.008447600391772772,388,32085,37250,0.010416107382550336,0.8613422818791946,0.012092878292036778,1
